City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
117,san pedro pochutla,15.7333,-96.4667,27.62,77,93,3.03,MX,1681960485
118,itacare,-14.2775,-38.9967,26.02,94,24,3.58,BR,1681960485
119,dunedin,-45.8742,170.5036,14.58,74,90,1.96,NZ,1681960335
120,pervomayskoye,43.919,46.7102,9.11,75,63,4.98,RU,1681960485
121,puerto ayora,-0.7393,-90.3518,23.08,100,100,2.06,EC,1681960413
122,nar'yan-mar,67.6713,53.087,0.26,98,100,5.5,RU,1681960486
123,sawakin,19.1059,37.3321,24.62,69,0,2.74,SD,1681960486
124,cidreira,-30.1811,-50.2056,14.65,68,21,7.2,BR,1681960279
125,boyolangu,-8.1181,111.8935,29.42,70,45,3.28,ID,1681960486
126,hilton head island,32.2163,-80.7526,19.99,75,0,2.06,US,1681960441
127,tofol,5.3248,163.0078,28.03,78,65,5.55,FM,1681960487
128,stanley,54.868,-1.6985,5.43,94,0,1.54,GB,1681960487
129,keflavik,64.0049,-22.5624,7.24,100,75,8.75,IS,1681960487
130,magadan,59.5667,150.8,4.74,77,88,4.44,RU,1681960487
131,pangody,65.85,74.4859,-9.29,93,76,1.57,RU,1681960487
132,darwin,-12.4611,130.8418,30.99,58,75,5.66,AU,1681960387
133,longyearbyen,78.2186,15.6401,-12.09,72,20,1.54,SJ,1681960220
134,athens,37.9795,23.7162,14.25,79,20,2.06,GR,1681960419
135,nova sintra,14.8667,-24.7167,20.41,76,100,5.74,CV,1681960488
136,kodiak,57.79,-152.4072,6.73,57,0,2.57,US,1681960370
137,suva,-18.1416,178.4415,30.71,70,75,3.6,FJ,1681960489
138,port alfred,-33.5906,26.891,26.77,32,69,6.29,ZA,1681960489
139,laojunmiao,39.8333,97.7333,1.92,25,100,4.37,CN,1681960489
140,bardai,11.65,7.2333,25.12,60,100,3.91,NG,1681960489
141,katsuren-haebaru,26.3369,127.8719,25.22,91,100,5.14,JP,1681960489
142,newman,37.3138,-121.0208,14.99,59,5,3.14,US,1681960490
143,padang,-0.9492,100.3543,29.03,67,100,0.91,ID,1681960490
144,santa maria da vitoria,-13.3947,-44.1886,22.71,85,71,1.48,BR,1681960490
145,kingston,17.997,-76.7936,24.02,95,1,0.88,JM,1681960393
146,east london,-33.0153,27.9116,28.6,25,81,5.67,ZA,1681960368
147,hirara,24.8,125.2833,24.75,87,100,11.18,JP,1681960490
148,male,4.1748,73.5089,28.5,66,96,0.53,MV,1681960491
149,dudinka,69.4058,86.1778,-13.54,90,93,2.87,RU,1681960491
150,thompson,55.7435,-97.8558,-3.12,92,100,4.17,CA,1681960201
151,zhelezinka,53.54,75.3072,1.07,41,17,2.96,KZ,1681960491
152,lappeenranta,61.0587,28.1887,5.03,67,0,2.06,FI,1681960491
153,muroto-misakicho,33.2833,134.15,18.66,75,99,1.0,JP,1681960491
154,nyurba,63.2842,118.3319,-1.53,85,46,4.15,RU,1681960492
155,salinopolis,-0.6136,-47.3561,25.41,88,100,1.97,BR,1681960492
156,punta arenas,-53.15,-70.9167,6.06,70,0,6.69,CL,1681960488
157,mawu,29.5923,107.3139,23.7,67,100,1.55,CN,1681960492
158,la ronge,55.1001,-105.2842,-2.05,87,100,4.68,CA,1681960492
159,qaqortoq,60.7167,-46.0333,-0.23,91,73,1.23,GL,1681960212
160,iskateley,67.6803,53.1512,0.18,99,100,5.43,RU,1681960493
161,puerto natales,-51.7236,-72.4875,7.72,72,51,8.29,CL,1681960493
162,papatowai,-46.5619,169.4708,16.46,65,69,2.03,NZ,1681960494
163,haiku-pauwela,20.9219,-156.3051,25.02,79,75,5.66,US,1681960494
164,enewetak,11.3474,162.3373,25.23,91,100,9.81,MH,1681960494
165,egilsstadir,65.2653,-14.3948,6.98,75,31,3.06,IS,1681960495
166,adjumani,3.3779,31.7909,19.51,96,99,1.07,UG,1681960495
167,potiskum,11.7091,11.0694,26.53,47,37,4.4,NG,1681960495
168,monticello,45.3055,-93.7941,4.02,93,75,8.75,US,1681960496
169,qaryat suluq,31.6682,20.2521,14.5,49,1,3.83,LY,1681960496
170,port lincoln,-34.7333,135.8667,17.34,59,94,3.76,AU,1681960496
171,kaohsiung,22.6163,120.3133,29.05,83,75,3.09,TW,1681960496
172,labrador city,52.9463,-66.9114,0.95,100,100,1.54,CA,1681960281
173,ati,13.2154,18.3353,29.78,18,2,2.66,TD,1681960497
174,pisco,-13.7,-76.2167,21.68,88,0,5.66,PE,1681960497
175,abhar,36.1468,49.218,13.88,43,18,1.72,IR,1681960497
176,selfoss,63.9331,-20.9971,6.31,93,5,2.2,IS,1681960497
177,portland,45.5234,-122.6762,8.02,80,78,0.89,US,1681959867
178,sao vicente,-23.9631,-46.3919,23.48,26,15,0.89,BR,1681960498
179,rumbek,6.802,29.6912,24.82,73,100,1.4,SS,1681960492
180,ocos,14.5094,-92.1933,29.1,66,69,2.14,GT,1681960498
181,lazaro cardenas,17.9583,-102.2,24.93,80,19,2.54,MX,1681960498
182,chibougamau,49.9168,-74.3659,-5.21,80,100,5.14,CA,1681960498
183,ebon,4.582,168.6964,28.38,77,100,4.86,MH,1681960499
184,las palmas,28.4204,-14.0131,16.44,68,0,3.09,ES,1681960499
185,manismata,-2.4667,111.0333,32.89,54,19,1.21,ID,1681960499
186,byalynichy,53.9983,29.7126,5.9,77,15,4.74,BY,1681960499
187,banda aceh,5.5577,95.3222,28.59,73,100,2.7,ID,1681960499
188,shimoda,34.6667,138.95,22.84,77,100,1.58,JP,1681960499
189,kismayo,-0.3582,42.5454,27.0,83,91,3.79,SO,1681960500
190,tual,-5.6667,132.75,28.33,72,31,3.73,ID,1681960500
191,puerto leguizamo,-0.1934,-74.7819,23.19,95,100,1.2,CO,1681960500
192,okhotsk,59.3833,143.3,0.15,73,89,2.48,RU,1681960501
193,santa rosa del sur,7.9644,-74.0544,22.44,88,100,1.29,CO,1681960501
194,sinabang,2.4803,96.3801,28.11,75,100,0.94,ID,1681960501
195,klyuchi,52.2667,79.1667,-2.43,66,8,3.17,RU,1681960273
196,wyoming,43.0002,-107.5009,-1.25,62,100,5.55,US,1681960502
197,piacabucu,-10.4056,-36.4344,26.56,82,6,5.11,BR,1681960503
198,margaret river,-33.95,115.0667,20.75,43,0,4.35,AU,1681960263
199,paita,-5.0892,-81.1144,26.79,74,82,5.22,PE,1681960504
200,zabaykal'sk,49.6333,117.3167,0.55,29,0,15.63,RU,1681960505
201,srandakan,-7.9386,110.2506,30.42,64,67,4.09,ID,1681960505
202,flying fish cove,-10.4217,105.6791,27.0,77,68,8.02,CX,1681960506
203,anadyr,64.75,177.4833,-2.72,79,20,9.83,RU,1681960507
204,omutinskiy,56.4745,67.6709,2.94,42,93,4.04,RU,1681960507
205,vanino,49.0869,140.2543,5.75,68,100,3.79,RU,1681960508
206,saipan,15.1355,145.701,30.39,100,40,7.72,MP,1681960509
207,praia da vitoria,38.7333,-27.0667,12.71,64,45,7.56,PT,1681960509
208,minas de marcona,-15.2119,-75.1103,16.14,81,8,3.42,PE,1681960509
209,polyarnyy,69.1989,33.4478,2.76,97,100,7.14,RU,1681960510
210,mount pearl,47.5166,-52.7813,1.58,94,100,2.68,CA,1681960510
211,mezhdurechenskiy,59.6,65.9333,2.35,49,25,3.77,RU,1681960511
212,gonabad,34.3529,58.6837,13.77,17,0,0.84,IR,1681960511
213,kruisfontein,-34.0033,24.7314,17.46,63,100,2.4,ZA,1681960511
214,berezovyy,51.6667,135.7,0.72,91,100,4.65,RU,1681960511
215,korla,41.7597,86.1469,11.07,18,84,1.9,CN,1681960512
216,kayangel,8.0823,134.7173,29.15,72,17,3.43,PW,1681960512
217,vredendal,-31.6683,18.5012,16.17,76,100,4.34,ZA,1681960512
218,carauari,-4.8828,-66.8958,24.23,88,92,1.33,BR,1681960513
219,domanivka,47.6319,30.9885,8.58,91,100,4.32,UA,1681960513
220,bamboo flat,11.7,92.7167,30.49,59,41,2.71,IN,1681960514
221,thisted,56.9552,8.6949,6.22,72,0,4.74,DK,1681960514
222,bodo,67.28,14.405,8.21,86,100,6.69,NO,1681960298
223,cide,41.8921,33.0044,11.07,92,39,3.69,TR,1681960517
224,sinop,41.7711,34.8709,8.64,98,100,1.87,TR,1681960519
225,souq larb'a al gharb,34.6866,-6.0027,13.89,94,24,1.03,MA,1681960520
226,am timan,11.0297,20.2827,30.22,16,75,2.86,TD,1681960520
227,atafu village,-8.5421,-172.5159,28.5,70,99,1.75,TK,1681960257
228,alsunga,56.9819,21.5594,3.8,79,2,3.49,LV,1681960521
229,vorgashor,67.5833,63.95,-4.36,97,100,4.71,RU,1681960249
230,sao felix do xingu,-6.6447,-51.995,22.27,98,100,0.22,BR,1681960423
231,puerto baquerizo moreno,-0.9,-89.6,25.91,81,100,3.45,EC,1681960524
232,sur,22.5667,59.5289,27.88,62,43,2.91,OM,1681960524
233,whitehorse,60.7161,-135.0538,6.12,91,100,0.6,CA,1681960524
234,gudalur,9.6833,77.2667,29.01,63,35,1.48,IN,1681960525
235,vilyuchinsk,52.9306,158.4028,8.15,95,100,2.92,RU,1681960525
236,mildura,-34.2,142.15,19.48,54,0,5.17,AU,1681960525
237,guiyang,26.5833,106.7167,24.45,63,18,5.43,CN,1681960526
238,ta`u,-14.2336,-169.5144,28.34,78,96,8.72,AS,1681960526
239,chernyshevskiy,63.0128,112.4714,-5.4,77,92,3.3,RU,1681960526
240,borkum,53.5809,6.6915,8.97,70,30,9.95,DE,1681960527
241,sechura,-5.5569,-80.8222,27.2,67,82,5.43,PE,1681960328
242,susuman,62.7833,148.1667,-5.07,73,100,5.34,RU,1681960528
243,kailua-kona,19.6406,-155.9956,25.98,88,75,6.17,US,1681960443
244,olonkinbyen,70.9221,-8.7187,2.04,85,100,9.8,SJ,1681960528
245,greenville,35.6127,-77.3663,20.09,60,0,1.54,US,1681960449
246,altai,46.3722,96.2583,-2.95,20,1,3.35,MN,1681960529
247,omdurman,15.6445,32.4777,27.18,12,0,4.4,SD,1681960529
248,alliance,40.9153,-81.1059,12.6,71,99,2.42,US,1681960530
249,kuanda,56.3161,116.0806,-4.5,68,100,3.28,RU,1681960530
250,porto novo,6.4965,2.6036,26.88,78,100,2.14,BJ,1681960530
251,illizi,26.4833,8.4667,25.08,11,4,6.08,DZ,1681960531
252,saint-philippe,-21.3585,55.7679,24.77,84,36,5.39,RE,1681960531
253,massawa,15.6097,39.45,27.68,86,27,3.1,ER,1681960494
254,baker city,44.7749,-117.8344,-0.16,88,0,2.06,US,1681960532
255,saint-francois,46.4154,3.9054,4.69,93,0,0.0,FR,1681960532
256,erenhot,43.6475,111.9767,7.4,11,90,3.0,CN,1681960532
257,quang ngai,15.1167,108.8,34.84,48,0,1.42,VN,1681960533
258,concepcion,-36.827,-73.0498,12.89,94,0,3.09,CL,1681960345
259,tuy hoa,13.0833,109.3,33.74,50,5,2.3,VN,1681960534
260,kolonia town,6.964,158.206,32.0,66,100,2.57,FM,1681960534
261,likiep,9.8251,169.3107,26.67,82,100,7.7,MH,1681960535
262,yuzhno-kurilsk,44.0306,145.8556,6.92,77,94,4.48,RU,1681960535
263,calama,-22.4667,-68.9333,8.27,34,0,7.2,CL,1681960269
264,sedhiou,12.7081,-15.5569,26.17,35,31,1.59,SN,1681960535
265,gazojak,41.1875,61.4036,12.1,20,22,6.89,TM,1681960536
266,ouargla,31.9493,5.325,25.91,21,70,3.83,DZ,1681960536
267,san patricio,28.017,-97.5169,24.35,86,76,6.49,US,1681960299
268,songjianghe,42.1859,127.479,7.47,48,100,6.19,CN,1681960537
269,champerico,14.3,-91.9167,29.0,66,43,2.25,GT,1681960537
270,siwa oasis,29.2041,25.5195,15.88,59,0,3.55,EG,1681960538
271,bandar lampung,-5.4254,105.258,29.66,68,100,1.51,ID,1681960284
272,ouesso,1.6136,16.0517,23.57,85,100,1.03,CG,1681960539
273,ongjin,37.9347,125.3619,13.8,86,100,3.65,KP,1681960539
274,petropavlovsk-kamchatsky,53.0452,158.6483,7.33,49,75,6.0,RU,1681960539
275,port isabel,26.0734,-97.2086,24.48,94,100,5.14,US,1681960540
276,hawaiian paradise park,19.5933,-154.9731,23.28,96,100,4.63,US,1681960540
277,fereydunshahr,32.941,50.121,8.59,56,3,0.19,IR,1681960540
278,zyryanovsk,49.7386,84.2719,-7.79,92,85,0.39,KZ,1681960541
279,karratha,-20.7377,116.8463,28.52,27,0,10.52,AU,1681960542
280,beipiao,41.7919,120.7792,14.1,6,100,7.68,CN,1681960542
281,la passe,45.5549,-0.8967,12.13,93,6,3.95,FR,1681960542
282,crane,31.3974,-102.3501,23.74,30,0,4.48,US,1681960542
283,xilin hot,43.9667,116.0333,6.89,12,60,9.06,CN,1681960543
284,luganville,-15.5333,167.1667,28.64,74,92,2.72,VU,1681960543
285,sanger,36.708,-119.556,15.98,44,0,3.09,US,1681960276
286,lorengau,-2.0226,147.2712,28.39,77,71,2.81,PG,1681960543
287,robore,-18.3333,-59.75,17.86,95,72,1.27,BO,1681960544
288,akjoujt,19.6969,-14.4164,24.12,38,100,3.84,MR,1681960544
289,bathsheba,13.2167,-59.5167,26.34,78,40,6.17,BB,1681960544
290,grand-popo,6.2804,1.8225,27.73,76,100,3.38,BJ,1681960544
291,itoman,26.1247,127.6694,25.22,94,75,10.29,JP,1681960544
292,smithers,54.7804,-127.1743,3.86,82,74,1.27,CA,1681960254
293,oamaru,-45.0784,170.9801,16.32,78,100,3.26,NZ,1681960545
294,gadzhiyevo,69.2551,33.3362,2.45,98,100,6.97,RU,1681960349
295,locharbriggs,55.1034,-3.5844,3.86,77,0,3.4,GB,1681960545
296,mugia,43.1041,-9.2179,15.09,86,80,4.76,ES,1681960545
297,ilulissat,69.2167,-51.1,-4.99,80,100,2.06,GL,1681960545
298,tazovsky,67.4667,78.7,-9.58,94,97,2.57,RU,1681960546
299,ulsteinvik,62.3432,5.8487,6.53,84,54,0.89,NO,1681960546
300,anzio,41.4853,12.6179,12.23,85,9,3.22,IT,1681960546
301,kapuskasing,49.4169,-82.4331,-3.71,94,100,3.07,CA,1681960546
302,xiva,41.3783,60.3639,7.99,19,60,6.24,UZ,1681960546
303,nantucket,41.2835,-70.0995,8.08,66,0,3.6,US,1681960338
304,st. john's,47.5649,-52.7093,2.04,94,100,2.68,CA,1681960518
305,nizhnyaya salda,58.0776,60.7202,3.77,52,7,1.68,RU,1681960547
306,barra,-11.0894,-43.1417,24.49,66,42,1.61,BR,1681960547
307,thinadhoo,0.5333,72.9333,28.19,72,96,1.72,MV,1681960547
308,la rinconada,37.4873,-5.9826,16.1,71,0,1.54,ES,1681960547
309,metlili chaamba,32.2667,3.6333,22.69,16,0,3.71,DZ,1681960548
310,natchez,31.5604,-91.4032,20.12,68,0,4.12,US,1681960548
311,road town,18.4167,-64.6167,26.05,71,3,7.81,VG,1681960548
312,mhamid,29.82,-5.72,20.38,38,0,4.66,MA,1681960548
313,mwene-ditu,-7.0,23.45,18.55,96,6,1.77,CD,1681960548
314,canutama,-6.5339,-64.3831,24.28,91,61,1.15,BR,1681960548
315,san jose del guaviare,2.5729,-72.6459,23.25,96,100,0.64,CO,1681960549
316,hadibu,12.65,54.0333,26.97,76,8,3.19,YE,1681960549
317,guangyuan,32.442,105.823,25.22,38,100,2.98,CN,1681960549
318,hamilton,39.1834,-84.5333,19.47,60,0,3.09,US,1681960337
319,shingu,33.7333,135.9833,21.4,68,100,2.75,JP,1681960549
320,les cayes,18.2,-73.75,24.55,82,3,2.15,HT,1681960550
321,touros,-5.1989,-35.4608,26.07,85,42,3.71,BR,1681960550
322,hovd,48.0056,91.6419,0.99,20,0,3.82,MN,1681960550
323,sumenep,-7.0167,113.8667,29.52,71,32,3.54,ID,1681960370
324,corning,42.1428,-77.0547,6.02,72,100,2.06,US,1681960550
325,man,7.4125,-7.5538,20.92,98,100,0.89,CI,1681960550
326,miquelon,47.0975,-56.3814,1.0,97,100,7.72,PM,1681960551
327,tsiombe,-25.3,45.4833,21.01,95,85,2.48,MG,1681960551
328,mount isa,-20.7333,139.5,28.87,26,0,7.2,AU,1681960551
329,kununurra,-15.7667,128.7333,28.99,39,0,6.17,AU,1681960551
330,el nido,11.1858,119.3956,30.29,64,2,2.43,PH,1681960551
331,abu zabad,12.35,29.25,25.4,10,1,3.96,SD,1681960552
332,tolanaro,-25.0319,46.9987,21.73,92,17,3.62,MG,1681960552
333,chadron,42.8294,-102.9999,7.2,48,0,6.17,US,1681960274
334,nogliki,51.8333,143.1667,0.88,91,92,3.44,RU,1681960552
335,burutu,5.3509,5.5076,24.19,90,100,3.47,NG,1681960553
336,kyabe,9.4515,18.9449,29.32,39,81,1.9,TD,1681960553
337,sheridan,44.8333,-106.9173,2.23,79,100,7.72,US,1681960447
338,khandyga,62.6667,135.6,-1.0,80,100,1.72,RU,1681960553
339,silver city,32.7701,-108.2803,13.98,18,0,5.66,US,1681960553
340,borogontsy,62.6683,131.1683,-0.81,92,100,2.85,RU,1681960554
341,corner brook,48.9667,-57.9484,1.09,90,89,3.14,CA,1681960554
342,tateyama,34.9833,139.8667,18.3,83,100,3.74,JP,1681960554
343,hoemul-li,41.4339,129.67,15.63,55,100,2.24,KP,1681960554
344,tucuma,-0.1833,-50.05,24.06,93,69,1.56,BR,1681960554
345,colonia,50.9333,6.95,8.3,57,20,2.57,DE,1681960403
346,makubetsu,45.3714,141.8211,7.83,75,100,10.68,JP,1681960555
347,aswan,24.0934,32.907,26.74,20,78,2.15,EG,1681960555
348,lerwick,60.1545,-1.1494,6.0,83,11,3.49,GB,1681960555
349,bridgewater,44.3835,-64.5155,6.73,79,25,4.02,CA,1681960518
350,balta,47.9355,29.6198,8.27,90,100,5.12,UA,1681960556
351,lompoc,34.6391,-120.4579,16.08,70,0,12.52,US,1681960350
352,labasa,-16.4167,179.3833,28.19,80,93,0.36,FJ,1681960556
353,goba,7.0167,39.9833,9.09,89,19,1.89,ET,1681960556
354,hithadhoo,-0.6,73.0833,28.64,70,100,2.09,MV,1681960556
355,goth phulji,26.8825,67.6807,30.44,12,33,4.6,PK,1681960556
356,brookings,44.3114,-96.7984,6.19,92,100,6.69,US,1681960370
357,al mindak,20.1588,41.2834,15.09,60,0,3.88,SA,1681960557
358,bechar,31.6167,-2.2167,17.57,54,35,4.54,DZ,1681960557
359,jiazi,22.8779,116.067,25.47,84,63,2.8,CN,1681960557
360,pawni,20.7833,79.6333,36.56,17,7,3.89,IN,1681960557
361,kasba tadla,32.5977,-6.2684,13.75,85,4,1.04,MA,1681960558
362,hobyo,5.3505,48.5268,27.87,71,67,2.54,SO,1681960558
363,sao mateus do sul,-25.8742,-50.3828,9.11,92,24,1.36,BR,1681960558
364,lospalos,-8.5186,127.0025,25.48,68,63,4.83,TL,1681960558
365,fort mcmurray,56.7268,-111.381,2.77,64,100,1.54,CA,1681960558
